user_id,days,steps_tried,correct,wrong,correct_ratio,viewed
16081,3.0,12.0,12.0,27.0,0.31,902
16082,1.0,8.0,8.0,3.0,0.73,31
16085,1.0,2.0,2.0,0.0,1.0,8
16092,1.0,2.0,2.0,0.0,1.0,31
16093,1.0,2.0,2.0,0.0,1.0,13
16094,2.0,17.0,17.0,26.0,0.4,91
16097,1.0,3.0,3.0,1.0,0.75,14
16098,2.0,9.0,6.0,11.0,0.35,72
16100,3.0,9.0,9.0,0.0,1.0,71
16101,1.0,2.0,2.0,0.0,1.0,17
16102,1.0,4.0,4.0,4.0,0.5,111
16104,1.0,3.0,3.0,1.0,0.75,59
16107,2.0,8.0,8.0,4.0,0.67,108
16112,1.0,2.0,1.0,1.0,0.5,6
16116,3.0,9.0,9.0,14.0,0.39,80
16118,1.0,2.0,2.0,0.0,1.0,729
16121,2.0,15.0,12.0,21.0,0.36,80
16127,1.0,1.0,1.0,0.0,1.0,63
16128,1.0,2.0,2.0,0.0,1.0,34
16129,1.0,2.0,2.0,0.0,1.0,12
16132,2.0,19.0,19.0,10.0,0.66,647
16133,1.0,5.0,5.0,2.0,0.71,21
16135,1.0,2.0,2.0,0.0,1.0,10
16140,2.0,14.0,14.0,5.0,0.74,817
16142,3.0,18.0,18.0,33.0,0.35,333
16145,1.0,3.0,3.0,0.0,1.0,22
16150,1.0,1.0,1.0,0.0,1.0,16
16151,3.0,17.0,17.0,14.0,0.55,79
16154,1.0,2.0,2.0,2.0,0.5,6
16162,1.0,8.0,8.0,2.0,0.8,39
16163,2.0,9.0,9.0,1.0,0.9,51
16164,1.0,8.0,8.0,5.0,0.62,44
16166,3.0,24.0,24.0,14.0,0.63,193
16168,3.0,8.0,8.0,2.0,0.8,146
16173,1.0,2.0,2.0,0.0,1.0,31
16178,1.0,2.0,2.0,0.0,1.0,16
16180,1.0,2.0,2.0,1.0,0.67,11
16182,1.0,2.0,2.0,0.0,1.0,12
16183,1.0,8.0,8.0,0.0,1.0,108
16186,1.0,2.0,2.0,1.0,0.67,49
16187,3.0,8.0,8.0,4.0,0.67,88
16193,1.0,1.0,1.0,0.0,1.0,5
16195,2.0,19.0,19.0,28.0,0.4,169
16199,1.0,5.0,5.0,10.0,0.33,207
16203,1.0,2.0,2.0,0.0,1.0,161
16204,1.0,2.0,2.0,0.0,1.0,20
16205,1.0,3.0,3.0,2.0,0.6,132
16206,1.0,1.0,1.0,2.0,0.33,161
16209,2.0,9.0,9.0,31.0,0.22,70
16210,2.0,30.0,30.0,11.0,0.73,118
16212,1.0,2.0,2.0,1.0,0.67,13
16214,1.0,2.0,2.0,0.0,1.0,12
16219,1.0,2.0,2.0,2.0,0.5,19
16226,3.0,41.0,41.0,18.0,0.69,314
16227,1.0,2.0,2.0,0.0,1.0,18
16228,1.0,2.0,2.0,0.0,1.0,1652
16234,1.0,2.0,1.0,1.0,0.5,28
16235,1.0,9.0,9.0,3.0,0.75,37
16238,1.0,2.0,2.0,1.0,0.67,485
16239,1.0,1.0,1.0,0.0,1.0,4
16240,1.0,5.0,5.0,9.0,0.36,25
16249,1.0,9.0,9.0,1.0,0.9,334
16255,1.0,2.0,2.0,3.0,0.4,31
16257,1.0,9.0,9.0,2.0,0.82,39
16262,1.0,2.0,2.0,1.0,0.67,58
16268,1.0,1.0,1.0,0.0,1.0,6
16269,1.0,2.0,2.0,0.0,1.0,117
16270,3.0,19.0,19.0,4.0,0.83,255
16271,2.0,7.0,7.0,4.0,0.64,1282
16276,1.0,12.0,12.0,12.0,0.5,131
16289,2.0,4.0,4.0,3.0,0.57,179
16293,1.0,2.0,2.0,1.0,0.67,13
16296,1.0,2.0,2.0,0.0,1.0,19
16297,2.0,7.0,8.0,9.0,0.47,40
16300,1.0,5.0,5.0,4.0,0.56,369
16306,2.0,5.0,3.0,18.0,0.14,72
16311,1.0,2.0,2.0,0.0,1.0,33
16312,1.0,2.0,2.0,0.0,1.0,41
16315,2.0,8.0,8.0,1.0,0.89,529
16316,1.0,1.0,1.0,0.0,1.0,9
16317,1.0,8.0,8.0,2.0,0.8,26
16318,2.0,6.0,6.0,2.0,0.75,590
16321,1.0,2.0,2.0,0.0,1.0,22
16323,1.0,2.0,1.0,5.0,0.17,11
16325,1.0,8.0,8.0,2.0,0.8,63
16326,1.0,14.0,13.0,15.0,0.46,100
16329,2.0,7.0,6.0,11.0,0.35,96
16330,1.0,2.0,2.0,0.0,1.0,198
16341,2.0,7.0,7.0,0.0,1.0,480
16347,2.0,10.0,10.0,1.0,0.91,102
16349,1.0,2.0,3.0,1.0,0.75,205
16350,1.0,2.0,2.0,0.0,1.0,101
16358,1.0,2.0,2.0,1.0,0.67,12
16366,3.0,8.0,7.0,11.0,0.39,316
16367,4.0,12.0,13.0,4.0,0.76,365
16368,2.0,3.0,3.0,0.0,1.0,114
16370,2.0,16.0,19.0,10.0,0.66,466
16376,1.0,1.0,1.0,0.0,1.0,436
16383,1.0,2.0,2.0,0.0,1.0,571
16384,1.0,8.0,8.0,5.0,0.62,453
16388,1.0,9.0,9.0,15.0,0.38,40
16390,3.0,12.0,12.0,7.0,0.63,725
16391,2.0,4.0,4.0,0.0,1.0,665
16392,1.0,2.0,2.0,0.0,1.0,16
16398,2.0,6.0,6.0,1.0,0.86,347
16399,1.0,2.0,2.0,1.0,0.67,12
16403,1.0,2.0,2.0,1.0,0.67,117
16408,2.0,4.0,4.0,0.0,1.0,396
16411,1.0,2.0,2.0,0.0,1.0,409
16412,2.0,16.0,16.0,6.0,0.73,215
16417,1.0,1.0,1.0,0.0,1.0,292
16423,1.0,2.0,2.0,0.0,1.0,87
16427,1.0,2.0,2.0,0.0,1.0,175
16428,3.0,12.0,12.0,11.0,0.52,720
16430,1.0,8.0,8.0,13.0,0.38,97
16431,1.0,2.0,2.0,0.0,1.0,72
16433,1.0,13.0,5.0,26.0,0.16,236
16435,3.0,14.0,13.0,73.0,0.15,224
16436,1.0,2.0,2.0,1.0,0.67,106
16437,1.0,5.0,5.0,0.0,1.0,18
16438,1.0,6.0,6.0,17.0,0.26,168
16444,1.0,2.0,2.0,0.0,1.0,12
16447,1.0,5.0,5.0,2.0,0.71,19
16449,1.0,9.0,9.0,2.0,0.82,343
16455,1.0,2.0,2.0,0.0,1.0,192
16458,1.0,2.0,2.0,0.0,1.0,32
16471,1.0,2.0,2.0,1.0,0.67,9
16474,1.0,2.0,1.0,1.0,0.5,18
16481,1.0,2.0,2.0,0.0,1.0,44
16483,1.0,7.0,7.0,1.0,0.88,31
16485,2.0,12.0,12.0,16.0,0.43,193
16486,2.0,6.0,6.0,1.0,0.86,66
16489,1.0,2.0,2.0,2.0,0.5,343
16490,3.0,23.0,23.0,27.0,0.46,191
16496,2.0,8.0,8.0,1.0,0.89,441
16497,1.0,1.0,1.0,0.0,1.0,5
16499,1.0,6.0,6.0,0.0,1.0,455
16502,2.0,13.0,16.0,36.0,0.31,91
16503,2.0,23.0,23.0,34.0,0.4,522
16504,4.0,24.0,24.0,9.0,0.73,228
16507,1.0,1.0,1.0,0.0,1.0,8
16509,2.0,21.0,22.0,4.0,0.85,209
16511,1.0,2.0,2.0,0.0,1.0,21
16513,4.0,15.0,15.0,3.0,0.83,140
16515,1.0,3.0,4.0,0.0,1.0,19
16518,1.0,4.0,4.0,0.0,1.0,188
16521,1.0,4.0,4.0,4.0,0.5,23
16525,1.0,2.0,2.0,0.0,1.0,22
16528,2.0,10.0,9.0,9.0,0.5,581
16529,1.0,2.0,2.0,0.0,1.0,9
16531,1.0,1.0,1.0,0.0,1.0,23
16533,1.0,2.0,2.0,0.0,1.0,8
16534,1.0,1.0,1.0,0.0,1.0,8
16535,1.0,9.0,9.0,0.0,1.0,95
16544,1.0,2.0,2.0,0.0,1.0,100
16547,1.0,8.0,8.0,5.0,0.62,32
16549,1.0,2.0,2.0,0.0,1.0,8
16550,1.0,4.0,4.0,1.0,0.8,55
16551,1.0,7.0,7.0,0.0,1.0,55
16556,1.0,9.0,9.0,8.0,0.53,400
16557,1.0,2.0,2.0,0.0,1.0,13
16559,1.0,2.0,2.0,0.0,1.0,367
16576,1.0,2.0,2.0,0.0,1.0,977
16578,1.0,2.0,2.0,0.0,1.0,8
16579,1.0,2.0,1.0,3.0,0.25,61
16584,1.0,8.0,9.0,3.0,0.75,41
16585,1.0,9.0,9.0,14.0,0.39,140
16588,2.0,15.0,15.0,11.0,0.58,96
16591,2.0,9.0,9.0,15.0,0.38,77
16592,1.0,2.0,2.0,0.0,1.0,6
16593,4.0,12.0,12.0,20.0,0.38,494
16594,1.0,3.0,3.0,2.0,0.6,24
16599,1.0,2.0,2.0,2.0,0.5,32
16602,1.0,12.0,13.0,14.0,0.48,60
16605,2.0,8.0,10.0,2.0,0.83,491
16608,3.0,19.0,19.0,32.0,0.37,384
16609,1.0,5.0,5.0,5.0,0.5,17
16610,1.0,1.0,1.0,0.0,1.0,5
16613,1.0,2.0,2.0,0.0,1.0,428
16614,1.0,2.0,2.0,0.0,1.0,49
16619,1.0,2.0,2.0,0.0,1.0,12
16631,1.0,7.0,7.0,2.0,0.78,24
16633,2.0,16.0,15.0,27.0,0.36,54
16643,1.0,2.0,2.0,0.0,1.0,25
16646,2.0,47.0,47.0,12.0,0.8,208
16647,2.0,18.0,20.0,8.0,0.71,221
16649,1.0,8.0,8.0,2.0,0.8,98
16650,3.0,39.0,34.0,42.0,0.45,238
16651,1.0,2.0,2.0,0.0,1.0,242
16652,1.0,2.0,2.0,0.0,1.0,26
16653,2.0,8.0,10.0,31.0,0.24,100
16656,1.0,4.0,4.0,3.0,0.57,60
16659,1.0,2.0,2.0,0.0,1.0,28
16662,1.0,13.0,13.0,6.0,0.68,212
16667,1.0,1.0,1.0,0.0,1.0,6
16668,3.0,18.0,16.0,64.0,0.2,459
16670,1.0,2.0,2.0,2.0,0.5,89
16673,1.0,2.0,2.0,1.0,0.67,119
16676,1.0,1.0,2.0,0.0,1.0,4
16677,3.0,15.0,15.0,7.0,0.68,89
16680,3.0,17.0,18.0,27.0,0.4,759
16687,3.0,54.0,54.0,34.0,0.61,324
16690,1.0,2.0,2.0,0.0,1.0,96
16692,1.0,1.0,1.0,0.0,1.0,4
16702,1.0,4.0,4.0,1.0,0.8,128
16707,1.0,8.0,8.0,5.0,0.62,60
16712,2.0,13.0,13.0,17.0,0.43,55
16715,1.0,9.0,9.0,1.0,0.9,96
16719,1.0,1.0,1.0,0.0,1.0,14
16725,1.0,2.0,2.0,0.0,1.0,26
16729,1.0,8.0,8.0,2.0,0.8,454
16735,2.0,19.0,19.0,19.0,0.5,909
16737,1.0,9.0,9.0,16.0,0.36,44
16740,1.0,2.0,2.0,0.0,1.0,177
16743,1.0,2.0,2.0,0.0,1.0,17
16745,3.0,8.0,11.0,3.0,0.79,49
16746,1.0,2.0,2.0,0.0,1.0,20
16747,1.0,2.0,2.0,0.0,1.0,79
16750,1.0,2.0,2.0,0.0,1.0,50
16752,1.0,2.0,2.0,0.0,1.0,167
16757,1.0,7.0,7.0,11.0,0.39,39
16766,1.0,8.0,9.0,10.0,0.47,43
16769,2.0,10.0,10.0,4.0,0.71,878
16773,1.0,4.0,4.0,1.0,0.8,263
16775,3.0,35.0,37.0,31.0,0.54,294
16779,2.0,12.0,11.0,15.0,0.42,123
16781,1.0,8.0,8.0,4.0,0.67,143
16783,2.0,13.0,13.0,4.0,0.76,79
16785,1.0,2.0,2.0,1.0,0.67,152
16788,3.0,16.0,16.0,18.0,0.47,87
16791,1.0,8.0,8.0,4.0,0.67,649
16793,1.0,2.0,2.0,0.0,1.0,24
16794,2.0,9.0,9.0,3.0,0.75,129
16798,1.0,2.0,2.0,0.0,1.0,71
16802,1.0,2.0,2.0,0.0,1.0,32
16807,2.0,9.0,9.0,2.0,0.82,76
16815,1.0,2.0,2.0,1.0,0.67,11
16817,1.0,2.0,2.0,0.0,1.0,15
16821,1.0,2.0,2.0,0.0,1.0,328
16823,2.0,7.0,7.0,1.0,0.88,97
16827,1.0,2.0,2.0,2.0,0.5,94
16831,3.0,13.0,13.0,28.0,0.32,274
16833,2.0,7.0,7.0,1.0,0.88,36
16835,4.0,16.0,16.0,18.0,0.47,186
16837,1.0,3.0,3.0,0.0,1.0,75
16842,3.0,32.0,31.0,14.0,0.69,243
16847,1.0,2.0,2.0,0.0,1.0,132
16850,1.0,2.0,2.0,0.0,1.0,19
16854,2.0,11.0,6.0,11.0,0.35,71
16855,2.0,15.0,14.0,40.0,0.26,262
16856,2.0,9.0,9.0,0.0,1.0,314
16859,3.0,15.0,15.0,4.0,0.79,741
16865,1.0,1.0,0.0,2.0,0.0,1
16872,4.0,18.0,18.0,17.0,0.51,345
16876,1.0,8.0,8.0,11.0,0.42,491
16877,1.0,8.0,7.0,38.0,0.16,54
16878,1.0,2.0,2.0,0.0,1.0,14
16879,2.0,7.0,6.0,2.0,0.75,35
16880,2.0,8.0,9.0,1.0,0.9,33
16881,1.0,2.0,2.0,1.0,0.67,26
16882,1.0,1.0,1.0,0.0,1.0,17
16883,4.0,29.0,29.0,15.0,0.66,272
16886,1.0,9.0,9.0,0.0,1.0,188
16890,1.0,2.0,2.0,0.0,1.0,249
16895,3.0,6.0,6.0,16.0,0.27,113
16899,1.0,2.0,2.0,1.0,0.67,86
16904,2.0,6.0,6.0,7.0,0.46,29
16908,3.0,13.0,11.0,11.0,0.5,130
16910,1.0,6.0,6.0,2.0,0.75,207
16912,2.0,15.0,20.0,18.0,0.53,178
16915,2.0,25.0,21.0,95.0,0.18,293
16916,1.0,2.0,2.0,2.0,0.5,9
16918,2.0,15.0,15.0,2.0,0.88,90
16919,1.0,8.0,7.0,10.0,0.41,180
16920,1.0,8.0,8.0,7.0,0.53,37
16924,1.0,2.0,2.0,0.0,1.0,10
16928,1.0,9.0,10.0,1.0,0.91,41
16934,2.0,14.0,16.0,38.0,0.3,175
16935,1.0,2.0,2.0,0.0,1.0,12
16938,2.0,13.0,13.0,12.0,0.52,89
16939,2.0,10.0,8.0,38.0,0.17,994
16943,1.0,2.0,3.0,0.0,1.0,1009
16945,3.0,16.0,16.0,12.0,0.57,513
16946,1.0,8.0,9.0,3.0,0.75,64
16947,1.0,7.0,7.0,2.0,0.78,84
16955,1.0,2.0,2.0,0.0,1.0,21
16957,3.0,15.0,15.0,11.0,0.58,536
16959,1.0,2.0,2.0,1.0,0.67,68
16961,3.0,18.0,17.0,12.0,0.59,287
16963,1.0,2.0,2.0,0.0,1.0,12
16964,1.0,1.0,1.0,0.0,1.0,19
16965,2.0,29.0,29.0,16.0,0.64,356
16967,3.0,12.0,12.0,1.0,0.92,64
16968,1.0,2.0,2.0,0.0,1.0,10
16969,1.0,4.0,9.0,0.0,1.0,35
16974,1.0,8.0,7.0,8.0,0.47,25
16976,1.0,2.0,2.0,0.0,1.0,223
16977,1.0,9.0,9.0,2.0,0.82,30
16984,1.0,1.0,1.0,0.0,1.0,12
16987,1.0,9.0,9.0,5.0,0.64,45
16990,3.0,16.0,15.0,21.0,0.42,527
17001,1.0,2.0,2.0,0.0,1.0,9
17002,2.0,15.0,15.0,103.0,0.13,90
17005,1.0,2.0,2.0,0.0,1.0,12
17029,1.0,2.0,2.0,0.0,1.0,8
17031,1.0,2.0,2.0,0.0,1.0,14
17033,1.0,1.0,0.0,3.0,0.0,4
17035,1.0,2.0,2.0,0.0,1.0,75
17036,1.0,2.0,2.0,0.0,1.0,47
17040,1.0,2.0,2.0,0.0,1.0,12
17041,1.0,1.0,1.0,0.0,1.0,10
17042,2.0,17.0,17.0,8.0,0.68,68
17044,1.0,7.0,7.0,18.0,0.28,115
17046,2.0,13.0,13.0,27.0,0.32,150
17047,1.0,2.0,2.0,0.0,1.0,796
17048,1.0,2.0,2.0,1.0,0.67,13
17052,2.0,9.0,9.0,6.0,0.6,175
17056,2.0,8.0,8.0,8.0,0.5,92
17057,1.0,4.0,4.0,1.0,0.8,59
17065,1.0,2.0,2.0,0.0,1.0,333
17066,1.0,14.0,14.0,16.0,0.47,50
17068,4.0,19.0,19.0,8.0,0.7,585
17074,2.0,17.0,17.0,10.0,0.63,95
17088,1.0,9.0,9.0,3.0,0.75,86
17099,2.0,10.0,11.0,27.0,0.29,131
17101,1.0,16.0,16.0,30.0,0.35,72
17103,1.0,8.0,8.0,12.0,0.4,40
17109,2.0,28.0,28.0,15.0,0.65,85
17112,1.0,2.0,1.0,1.0,0.5,11
17113,1.0,2.0,2.0,0.0,1.0,121
17116,2.0,22.0,22.0,24.0,0.48,398
17125,1.0,1.0,0.0,1.0,0.0,12
17126,1.0,8.0,8.0,7.0,0.53,78
17127,1.0,2.0,1.0,4.0,0.2,6
17128,1.0,2.0,2.0,0.0,1.0,98
17133,1.0,2.0,2.0,0.0,1.0,75
17135,1.0,2.0,2.0,0.0,1.0,1040
17137,2.0,13.0,13.0,13.0,0.5,45
17140,3.0,15.0,14.0,6.0,0.7,136
17144,2.0,8.0,7.0,8.0,0.47,57
17146,1.0,7.0,7.0,2.0,0.78,153
17148,1.0,2.0,3.0,0.0,1.0,555
17155,1.0,2.0,2.0,0.0,1.0,383
17157,1.0,2.0,2.0,0.0,1.0,262
17162,2.0,16.0,16.0,10.0,0.62,277
17172,3.0,30.0,30.0,34.0,0.47,161
17174,1.0,4.0,4.0,10.0,0.29,23
17176,1.0,2.0,2.0,0.0,1.0,179
17179,1.0,1.0,1.0,1.0,0.5,8
17188,1.0,2.0,2.0,0.0,1.0,201
17190,4.0,17.0,17.0,19.0,0.47,438
17191,1.0,75.0,75.0,7.0,0.91,304
17193,1.0,1.0,1.0,0.0,1.0,4
17195,3.0,9.0,9.0,8.0,0.53,297
17196,3.0,18.0,17.0,27.0,0.39,152
17199,3.0,29.0,29.0,11.0,0.72,101
17200,2.0,5.0,5.0,1.0,0.83,21
17203,1.0,2.0,2.0,1.0,0.67,28
17209,1.0,9.0,9.0,5.0,0.64,68
17210,1.0,2.0,2.0,1.0,0.67,160
17215,1.0,2.0,2.0,0.0,1.0,27
17218,3.0,28.0,28.0,13.0,0.68,160
17219,1.0,1.0,0.0,2.0,0.0,7
17224,4.0,31.0,33.0,24.0,0.58,116
17227,3.0,18.0,18.0,22.0,0.45,291
17233,2.0,16.0,18.0,25.0,0.42,394
17234,1.0,2.0,2.0,0.0,1.0,38
17240,3.0,29.0,29.0,12.0,0.71,326
17244,1.0,2.0,2.0,0.0,1.0,1246
17245,1.0,1.0,1.0,0.0,1.0,4
17248,1.0,2.0,2.0,1.0,0.67,34
17252,2.0,28.0,30.0,29.0,0.51,303
17253,1.0,5.0,5.0,1.0,0.83,30
17260,1.0,4.0,1.0,8.0,0.11,58
17268,1.0,2.0,2.0,0.0,1.0,13
17269,1.0,1.0,1.0,0.0,1.0,3
17272,1.0,2.0,2.0,0.0,1.0,21
17278,1.0,2.0,2.0,0.0,1.0,18
17281,1.0,2.0,2.0,0.0,1.0,10
17285,2.0,8.0,7.0,8.0,0.47,596
17287,1.0,2.0,2.0,0.0,1.0,158
17288,2.0,8.0,9.0,1.0,0.9,80
17289,3.0,7.0,7.0,4.0,0.64,169
17292,1.0,2.0,1.0,2.0,0.33,25
17296,1.0,2.0,1.0,1.0,0.5,161
17298,2.0,9.0,9.0,6.0,0.6,64
17299,1.0,2.0,2.0,2.0,0.5,23
17301,3.0,15.0,15.0,9.0,0.62,756
17303,2.0,4.0,4.0,0.0,1.0,27
17304,1.0,2.0,2.0,0.0,1.0,10
17308,1.0,1.0,1.0,5.0,0.17,48
17310,1.0,9.0,9.0,10.0,0.47,45
17315,3.0,39.0,38.0,54.0,0.41,292
17317,1.0,7.0,6.0,15.0,0.29,159
17320,1.0,2.0,2.0,0.0,1.0,10
17324,1.0,2.0,2.0,1.0,0.67,170
17325,1.0,8.0,8.0,1.0,0.89,432
17326,1.0,2.0,2.0,0.0,1.0,10
17328,1.0,2.0,2.0,0.0,1.0,11
17331,1.0,2.0,2.0,0.0,1.0,120
17337,2.0,9.0,9.0,3.0,0.75,113
17338,1.0,2.0,2.0,0.0,1.0,25
17341,2.0,7.0,7.0,10.0,0.41,33
17347,2.0,9.0,9.0,10.0,0.47,233
17353,2.0,17.0,17.0,2.0,0.89,82
17357,1.0,2.0,2.0,0.0,1.0,392
17358,3.0,9.0,9.0,13.0,0.41,61
17359,1.0,8.0,8.0,4.0,0.67,246
17360,3.0,12.0,12.0,75.0,0.14,545
17361,1.0,1.0,1.0,0.0,1.0,1
17363,1.0,1.0,1.0,0.0,1.0,9
17364,1.0,2.0,2.0,1.0,0.67,60
17366,2.0,5.0,5.0,3.0,0.62,93
17368,2.0,9.0,10.0,3.0,0.77,32
17369,3.0,9.0,10.0,2.0,0.83,77
17370,2.0,3.0,3.0,0.0,1.0,190
17375,3.0,9.0,9.0,8.0,0.53,50
17377,2.0,35.0,35.0,43.0,0.45,393
17380,2.0,18.0,18.0,14.0,0.56,334
17381,1.0,2.0,2.0,0.0,1.0,11
17390,1.0,2.0,2.0,0.0,1.0,14
17396,1.0,2.0,2.0,0.0,1.0,693
17397,2.0,9.0,9.0,49.0,0.16,172
17403,1.0,2.0,2.0,2.0,0.5,755
17407,1.0,5.0,4.0,1.0,0.8,267
17411,1.0,1.0,1.0,0.0,1.0,12
17413,1.0,8.0,8.0,21.0,0.28,141
17416,3.0,9.0,9.0,2.0,0.82,988
17417,1.0,2.0,2.0,3.0,0.4,11
17429,1.0,2.0,2.0,0.0,1.0,160
17433,1.0,2.0,2.0,2.0,0.5,15
17434,1.0,4.0,3.0,5.0,0.38,29
17441,1.0,8.0,8.0,3.0,0.73,41
17444,1.0,1.0,0.0,1.0,0.0,12
17447,1.0,4.0,4.0,0.0,1.0,16
17453,4.0,14.0,14.0,30.0,0.32,266
17454,1.0,2.0,2.0,0.0,1.0,691
17455,1.0,2.0,2.0,0.0,1.0,12
17460,1.0,2.0,2.0,5.0,0.29,19
17468,2.0,9.0,9.0,4.0,0.69,46
17475,1.0,2.0,2.0,10.0,0.17,10
17476,1.0,17.0,17.0,9.0,0.65,62
17480,2.0,29.0,29.0,27.0,0.52,74
17483,1.0,5.0,5.0,15.0,0.25,28
17485,1.0,1.0,1.0,0.0,1.0,24
17489,1.0,2.0,2.0,0.0,1.0,29
17493,1.0,2.0,1.0,5.0,0.17,17
17494,1.0,2.0,2.0,0.0,1.0,6
17496,2.0,14.0,15.0,7.0,0.68,107
17501,3.0,24.0,24.0,5.0,0.83,677
17505,1.0,1.0,1.0,0.0,1.0,8
17510,1.0,2.0,2.0,2.0,0.5,65
17514,1.0,2.0,2.0,1.0,0.67,13
17515,1.0,2.0,2.0,0.0,1.0,32
17517,1.0,8.0,8.0,7.0,0.53,74
17522,1.0,2.0,2.0,0.0,1.0,21
17527,1.0,8.0,8.0,2.0,0.8,56
17528,1.0,2.0,2.0,0.0,1.0,6
17529,1.0,2.0,2.0,0.0,1.0,17
17531,1.0,16.0,16.0,6.0,0.73,271
17533,1.0,2.0,2.0,0.0,1.0,9
17537,1.0,2.0,2.0,0.0,1.0,12
17544,1.0,2.0,2.0,0.0,1.0,10
17546,1.0,7.0,7.0,9.0,0.44,25
17554,1.0,2.0,2.0,4.0,0.33,261
17559,1.0,2.0,2.0,0.0,1.0,11
17565,2.0,10.0,10.0,0.0,1.0,173
17575,1.0,2.0,2.0,0.0,1.0,17
17578,1.0,9.0,10.0,3.0,0.77,145
17579,1.0,9.0,9.0,24.0,0.27,115
17580,1.0,2.0,2.0,2.0,0.5,22
17581,1.0,7.0,7.0,8.0,0.47,42
17582,1.0,2.0,2.0,0.0,1.0,16
17583,1.0,1.0,0.0,1.0,0.0,4
17585,3.0,8.0,8.0,8.0,0.5,56
17586,1.0,1.0,2.0,0.0,1.0,5
17595,1.0,9.0,9.0,1.0,0.9,51
17601,1.0,2.0,2.0,0.0,1.0,17
17603,3.0,24.0,24.0,128.0,0.16,648
17604,1.0,9.0,9.0,3.0,0.75,33
17608,1.0,3.0,1.0,10.0,0.09,25
17612,1.0,9.0,10.0,10.0,0.5,33
17616,1.0,1.0,0.0,1.0,0.0,22
17623,1.0,29.0,29.0,9.0,0.76,379
17624,2.0,7.0,7.0,6.0,0.54,234
17626,1.0,2.0,2.0,1.0,0.67,11
17627,1.0,1.0,0.0,1.0,0.0,14
17632,2.0,10.0,8.0,24.0,0.25,555
17634,2.0,6.0,6.0,32.0,0.16,310
17636,2.0,27.0,27.0,38.0,0.42,106
17639,3.0,7.0,6.0,47.0,0.11,128
17642,2.0,8.0,8.0,1.0,0.89,572
17646,1.0,5.0,5.0,3.0,0.62,24
17648,1.0,2.0,2.0,0.0,1.0,29
17651,1.0,2.0,2.0,0.0,1.0,17
17656,2.0,4.0,4.0,0.0,1.0,287
17678,1.0,2.0,2.0,0.0,1.0,19
17689,1.0,2.0,2.0,0.0,1.0,28
17690,1.0,7.0,7.0,4.0,0.64,22
17692,3.0,17.0,20.0,9.0,0.69,309
17694,1.0,2.0,2.0,0.0,1.0,16
17698,3.0,11.0,11.0,11.0,0.5,64
17701,2.0,8.0,10.0,11.0,0.48,50
17705,1.0,13.0,13.0,4.0,0.76,581
17706,1.0,8.0,8.0,1.0,0.89,84
17709,1.0,2.0,2.0,0.0,1.0,13
17710,1.0,2.0,2.0,0.0,1.0,10
17712,1.0,9.0,9.0,8.0,0.53,844
17717,3.0,16.0,16.0,22.0,0.42,173
17718,2.0,6.0,5.0,12.0,0.29,36
17719,1.0,1.0,1.0,0.0,1.0,5
17721,1.0,2.0,2.0,0.0,1.0,16
17722,1.0,2.0,2.0,0.0,1.0,27
17724,2.0,15.0,14.0,11.0,0.56,586
17726,1.0,1.0,1.0,0.0,1.0,150
17736,2.0,4.0,4.0,0.0,1.0,91
17739,2.0,30.0,30.0,5.0,0.86,112
17741,1.0,2.0,2.0,4.0,0.33,6
17750,1.0,2.0,2.0,0.0,1.0,242
17751,2.0,12.0,12.0,3.0,0.8,89
17752,3.0,12.0,12.0,48.0,0.2,89
17754,2.0,5.0,3.0,11.0,0.21,160
17756,1.0,2.0,2.0,0.0,1.0,61
17763,1.0,1.0,1.0,2.0,0.33,534
17764,3.0,16.0,16.0,10.0,0.62,470
17770,1.0,2.0,1.0,4.0,0.2,11
17771,1.0,8.0,8.0,10.0,0.44,52
17774,1.0,2.0,2.0,0.0,1.0,140
17782,4.0,12.0,10.0,37.0,0.21,113
17784,1.0,2.0,2.0,0.0,1.0,161
17798,1.0,1.0,1.0,0.0,1.0,2
17806,3.0,28.0,28.0,19.0,0.6,160
17807,1.0,1.0,1.0,0.0,1.0,4
17813,1.0,2.0,2.0,0.0,1.0,104
17816,1.0,2.0,2.0,1.0,0.67,396
17819,4.0,16.0,16.0,51.0,0.24,115
17821,1.0,2.0,2.0,0.0,1.0,8
17822,2.0,2.0,2.0,0.0,1.0,46
17823,1.0,2.0,2.0,0.0,1.0,275
17825,1.0,2.0,2.0,0.0,1.0,415
17827,1.0,3.0,2.0,2.0,0.5,38
17832,3.0,17.0,17.0,4.0,0.81,324
17834,1.0,9.0,9.0,7.0,0.56,242
17836,1.0,2.0,2.0,0.0,1.0,528
17840,1.0,2.0,2.0,0.0,1.0,349
17843,1.0,1.0,0.0,1.0,0.0,2
17846,1.0,3.0,3.0,0.0,1.0,244
17847,3.0,43.0,43.0,30.0,0.59,265
17849,1.0,6.0,6.0,8.0,0.43,49
17850,1.0,8.0,6.0,13.0,0.32,41
17854,3.0,27.0,30.0,37.0,0.45,303
17855,1.0,1.0,1.0,0.0,1.0,132
17856,1.0,2.0,2.0,0.0,1.0,241
17858,3.0,15.0,14.0,75.0,0.16,124
17867,1.0,3.0,2.0,3.0,0.4,409
17872,2.0,9.0,9.0,20.0,0.31,61
17874,2.0,2.0,2.0,0.0,1.0,690
17877,1.0,2.0,2.0,0.0,1.0,20
